Filename,Answer
task_image_JL35872JPEG.jpg,Sterile}]
task_image_PDLS0054AJPEG.jpg,Sterile}]
task_image_PDLS0072AH_D466JPEG.jpg,"Female },{""task"""
task_image_PDLS0070_O_D468JPEG.jpg,"Male},{""task"""
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Sterile}]
task_image_Shaw17038-D057JPEG.jpg,Sterile}]
task_image_Shaw17030_D058JPEG.jpg,Sterile}]
task_image_PDLS0072AK_D442JPEG.jpg,Sterile}]
task_image_PDL12010JPEG.jpg,Sterile}]
task_image_PDLS0057DJPEG.jpg,"Male},{""task"""
task_image_Shaw15383_D426JPEG.jpg,"Both Female and Male},{""task"""
task_image_PDLS0072AK_D442JPEG.jpg,Sterile}]
task_image_AK294898_DF063JPEG.jpg,"Female },{""task"""
task_image_PDLS0072AH_D466JPEG.jpg,"Female },{""task"""
task_image_Shaw16785_D214JPEG.jpg,Sterile}]
task_image_Shaw14860_D421JPEG.jpg,Sterile}]
task_image_Shaw17180B_D227JPEG._ireggular or random branching.jpg,"Male},{""task"""
task_image_PDLS0060MJPEG.jpg,Sterile}]
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Sterile}]
task_image_PDLS0088A_D447JPEG.jpg,"Female },{""task"""
task_image_Shaw17038-D057JPEG.jpg,Sterile}]
task_image_Shaw16785_D214JPEG.jpg,Sterile}]
task_image_Shaw17180B_D227JPEG._ireggular or random branching.jpg,"Male},{""task"""
task_image_PDLS0072AK_D442JPEG.jpg,Sterile}]
task_image_PDLS9958DJPEG.jpg,Sterile}]
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Sterile}]
task_image_PDLS0054AJPEG.jpg,Sterile}]
task_image_Shaw15383_D426JPEG.jpg,"Both Female and Male},{""task"""
task_image_PDLS0072AH_D466JPEG.jpg,"Female },{""task"""
task_image_JL35872JPEG.jpg,Sterile}]
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Sterile}]
task_image_PDLS0060MJPEG.jpg,Sterile}]
task_image_PDLS0054AJPEG.jpg,Sterile}]
task_image_Shaw16785_D214JPEG.jpg,Sterile}]
task_image_AK294898_DF063JPEG.jpg,"Female },{""task"""
task_image_PDLS04171EJPEG.jpg,Sterile}]
task_image_Shaw15383_D426JPEG.jpg,"Both Female and Male},{""task"""
task_image_PDL12010JPEG.jpg,Sterile}]
task_image_PDLS0072AK_D442JPEG.jpg,Sterile}]
task_image_PDLS0070_O_D468JPEG.jpg,"Male},{""task"""
task_image_Shaw15383_D426JPEG.jpg,Structured (Feather)}]
task_image_PDLS0088A_D447JPEG.jpg,Random (Irregular)}]
task_image_Shaw15383_D426JPEG.jpg,Structured (Feather)}]
task_image_PDLS0070_O_D468JPEG.jpg,Structured (Feather)}]
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Structured (Feather)}]
task_image_Shaw17038-D057JPEG.jpg,Structured (Feather)}]
task_image_Shaw14860_D421JPEG.jpg,Structured (Feather)}]
task_image_PDLS04171EJPEG.jpg,Structured (Feather)}]
task_image_Shaw17180B_D227JPEG._ireggular or random branching.jpg,Random (Irregular)}]
task_image_PDLS0057DJPEG.jpg,Structured (Feather)}]
task_image_PDLS0088A_D447JPEG.jpg,Random (Irregular)}]
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Structured (Feather)}]
task_image_Shaw17038-D057JPEG.jpg,Structured (Feather)}]
task_image_PDL12010JPEG.jpg,Structured (Feather)}]
task_image_Shaw15383_D426JPEG.jpg,Structured (Feather)}]
task_image_JL35872JPEG.jpg,Random (Irregular)}]
task_image_PDLS0070_O_D468JPEG.jpg,Structured (Feather)}]
task_image_LB1185JPEG.jpg,Random (Irregular)}]
task_image_Shaw17180B_D227JPEG._ireggular or random branching.jpg,Random (Irregular)}]
task_image_PDLS0072AH_D466JPEG.jpg,Structured (Feather)}]
task_image_PDLS0054AJPEG.jpg,Structured (Feather)}]
task_image_Shaw17030_D058JPEG.jpg,Random (Irregular)}]
task_image_PDLS0060MJPEG.jpg,Structured (Feather)}]
task_image_PDLS0072AK_D442JPEG.jpg,Structured (Feather)}]
task_image_AK294898_DF063JPEG.jpg,Random (Irregular)}]
task_image_PDLS0070_O_D468JPEG.jpg,Structured (Feather)}]
task_image_PDL12010JPEG.jpg,Structured (Feather)}]
task_image_PDLS04171EJPEG.jpg,Structured (Feather)}]
task_image_Shaw16785_D214JPEG.jpg,Structured (Feather)}]
task_image_Shaw17038-D057JPEG.jpg,Structured (Feather)}]
task_image_AK294898_DF063JPEG.jpg,Random (Irregular)}]
task_image_Shaw15383_D426JPEG.jpg,Structured (Feather)}]
task_image_Shaw17030_D058JPEG.jpg,Random (Irregular)}]
task_image_PDLS0060MJPEG.jpg,Structured (Feather)}]
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Structured (Feather)}]
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Structured (Feather)}]
task_image_PDLS0054AJPEG.jpg,Structured (Feather)}]
task_image_PDLS0072AH_D466JPEG.jpg,Structured (Feather)}]
task_image_PDLS0070_O_D468JPEG.jpg,Structured (Feather)}]
task_image_Shaw17030_D058JPEG.jpg,Random (Irregular)}]
task_image_Shaw17038-D057JPEG.jpg,Structured (Feather)}]
task_image_PDLS9958DJPEG.jpg,Structured (Feather)}]
task_image_PDLS0057DJPEG.jpg,Random (Irregular)}]
task_image_JL35872JPEG.jpg,Random (Irregular)}]
task_image_PDLS04171EJPEG.jpg,Structured (Feather)}]
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Structured (Feather)}]
task_image_PDLS0057DJPEG.jpg,Random (Irregular)}]
task_image_LB1185JPEG.jpg,Random (Irregular)}]
task_image_Shaw14860_D421JPEG.jpg,Structured (Feather)}]
task_image_PDLS9958DJPEG.jpg,Structured (Feather)}]
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Structured (Feather)}]
task_image_PDLS0060MJPEG.jpg,Structured (Feather)}]
task_image_PDL12010JPEG.jpg,Structured (Feather)}]
task_image_PDLS0072AH_D466JPEG.jpg,Structured (Feather)}]
task_image_PDLS0072AK_D442JPEG.jpg,Random (Irregular)}]
task_image_PDLS9958DJPEG.jpg,Structured (Feather)}]
task_image_PDLS0088A_D447JPEG.jpg,Random (Irregular)}]
task_image_PDLS0057DJPEG.jpg,Random (Irregular)}]
task_image_LB1185JPEG.jpg,Random (Irregular)}]
task_image_Shaw17180B_D227JPEG._ireggular or random branching.jpg,Random (Irregular)}]
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Structured (Feather)}]
task_image_PDLS0070_O_D468JPEG.jpg,Structured (Feather)}]
task_image_PDL12010JPEG.jpg,Structured (Feather)}]
task_image_LB1185JPEG.jpg,Random (Irregular)}]
task_image_PDLS0088A_D447JPEG.jpg,Random (Irregular)}]
task_image_Shaw17038-D057JPEG.jpg,Structured (Feather)}]
task_image_AK294898_DF063JPEG.jpg,Random (Irregular)}]
task_image_JL35872JPEG.jpg,Random (Irregular)}]
task_image_PDLS04171EJPEG.jpg,Structured (Feather)}]
task_image_Shaw17180B_D227JPEG._ireggular or random branching.jpg,Random (Irregular)}]
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Structured (Feather)}]
task_image_Shaw16785_D214JPEG.jpg,Structured (Feather)}]
task_image_Shaw17030_D058JPEG.jpg,Random (Irregular)}]
task_image_PDLS0060MJPEG.jpg,Structured (Feather)}]
task_image_LB1185JPEG.jpg,Random (Irregular)}]
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Structured (Feather)}]
task_image_PDLS0088A_D447JPEG.jpg,Random (Irregular)}]
task_image_Shaw16785_D214JPEG.jpg,Structured (Feather)}]
task_image_PDL12010JPEG.jpg,Structured (Feather)}]
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Structured (Feather)}]
task_image_AK294898_DF063JPEG.jpg,"Female },{""task"""
task_image_PDLS0054AJPEG.jpg,Sterile}]
task_image_PDLS0057DJPEG.jpg,"Male},{""task"""
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Structured (Feather)}]
task_image_Shaw17180B_D227JPEG._ireggular or random branching.jpg,Random (Irregular)}]
task_image_PDLS0088A_D447JPEG.jpg,Structured (Feather)}]
task_image_PDLS0057DJPEG.jpg,Random (Irregular)}]
task_image_PDLS0070_O_D468JPEG.jpg,Structured (Feather)}]
task_image_PDLS04171EJPEG.jpg,Structured (Feather)}]
task_image_Shaw16785_D214JPEG.jpg,Structured (Feather)}]
task_image_PDLS0054AJPEG.jpg,Structured (Feather)}]
task_image_JL35872JPEG.jpg,Random (Irregular)}]
task_image_Shaw17030_D058JPEG.jpg,Random (Irregular)}]
task_image_PDL12010JPEG.jpg,Structured (Feather)}]
task_image_Shaw17038-D057JPEG.jpg,Structured (Feather)}]
task_image_PDLS0060MJPEG.jpg,Structured (Feather)}]
task_image_Shaw14860_D421JPEG.jpg,Sterile}]
task_image_Shaw17038-D057JPEG.jpg,Sterile}]
task_image_LB1185JPEG.jpg,Sterile}]
task_image_PDLS04171EJPEG.jpg,Sterile}]
task_image_PDL12010JPEG.jpg,Sterile}]
task_image_JL35872JPEG.jpg,Sterile}]
task_image_PDLS0070_O_D468JPEG.jpg,"Male},{""task"""
task_image_PDLS0070_O_D468JPEG.jpg,"Male},{""task"""
task_image_JL35872JPEG.jpg,Sterile}]
task_image_Shaw14860_D421JPEG.jpg,Sterile}]
task_image_PDLS0072AK_D442JPEG.jpg,Sterile}]
task_image_PDLS0054AJPEG.jpg,Sterile}]
task_image_PDL12010JPEG.jpg,Sterile}]
task_image_JL35872JPEG.jpg,Sterile}]
task_image_Shaw15383_D426JPEG.jpg,"Both Female and Male},{""task"""
task_image_LB1185JPEG.jpg,Sterile}]
task_image_PDLS0088A_D447JPEG.jpg,"Female },{""task"""
task_image_Shaw17180B_D227JPEG._ireggular or random branching.jpg,Random (Irregular)}]
task_image_PDLS0057DJPEG.jpg,Random (Irregular)}]
task_image_PDLS04171EJPEG.jpg,Structured (Feather)}]
task_image_PDLS0054AJPEG.jpg,Structured (Feather)}]
task_image_PDLS0088A_D447JPEG.jpg,Random (Irregular)}]
task_image_PDLS0072AH_D466JPEG.jpg,Structured (Feather)}]
task_image_PDLS9958DJPEG.jpg,Structured (Feather)}]
task_image_Shaw17030_D058JPEG.jpg,Random (Irregular)}]
task_image_PDLS0070_O_D468JPEG.jpg,Structured (Feather)}]
task_image_Shaw14860_D421JPEG.jpg,Structured (Feather)}]
task_image_JL35872JPEG.jpg,Random (Irregular)}]
task_image_PDL12010JPEG.jpg,Structured (Feather)}]
task_image_PDLS04171EJPEG.jpg,Structured (Feather)}]
task_image_Shaw17038-D057JPEG.jpg,Structured (Feather)}]
task_image_PDLS0057DJPEG.jpg,"Male},{""task"""
task_image_PDLS0072AH_D466JPEG.jpg,"Female },{""task"""
task_image_AK294898_DF063JPEG.jpg,"Female },{""task"""
task_image_PDLS0054AJPEG.jpg,Sterile}]
task_image_Shaw16785_D214JPEG.jpg,"Male},{""task"""
task_image_LB1185JPEG.jpg,Sterile}]
task_image_PDLS9958DJPEG.jpg,Sterile}]
task_image_Shaw14860_D421JPEG.jpg,Sterile}]
task_image_Shaw17180B_D227JPEG._ireggular or random branching.jpg,"Male},{""task"""
task_image_PDLS0088A_D447JPEG.jpg,"Female },{""task"""
task_image_PDLS04171EJPEG.jpg,Sterile}]
task_image_PDL12010JPEG.jpg,Sterile}]
task_image_JL35872JPEG.jpg,Sterile}]
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Sterile}]
task_image_PDLS0060MJPEG.jpg,Sterile}]
task_image_PDLS0072AK_D442JPEG.jpg,Sterile}]
task_image_Shaw15383_D426JPEG.jpg,"Both Female and Male},{""task"""
task_image_Shaw17030_D058JPEG.jpg,Sterile}]
task_image_PDLS0070_O_D468JPEG.jpg,"Male},{""task"""
task_image_Shaw17038-D057JPEG.jpg,Sterile}]
task_image_PDLS0072AH_D466JPEG.jpg,"Female },{""task"""
task_image_AK294898_DF063JPEG.jpg,Sterile}]
task_image_JL35872JPEG.jpg,Random (Irregular)}]
task_image_PDLS0088A_D447JPEG.jpg,Structured (Feather)}]
task_image_LB1185JPEG.jpg,Random (Irregular)}]
task_image_PDLS0072AH_D466JPEG.jpg,Structured (Feather)}]
task_image_Shaw15383_D426JPEG.jpg,Structured (Feather)}]
task_image_PDLS0054AJPEG.jpg,Structured (Feather)}]
task_image_PDLS0057DJPEG.jpg,Structured (Feather)}]
task_image_PDLS04171EJPEG.jpg,Random (Irregular)}]
task_image_PDLS0070_O_D468JPEG.jpg,Random (Irregular)}]
task_image_Shaw17038-D057JPEG.jpg,Structured (Feather)}]
task_image_PDLS0072AK_D442JPEG.jpg,Random (Irregular)}]
task_image_PDLS0060MJPEG.jpg,Structured (Feather)}]
task_image_Shaw17030_D058JPEG.jpg,Random (Irregular)}]
task_image_Shaw14860_D421JPEG.jpg,Structured (Feather)}]
task_image_AK294898_DF063JPEG.jpg,Structured (Feather)}]
task_image_PDLS9958DJPEG.jpg,Structured (Feather)}]
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Random (Irregular)}]
task_image_Shaw16785_D214JPEG.jpg,Random (Irregular)}]
task_image_Shaw17180B_D227JPEG._ireggular or random branching.jpg,Random (Irregular)}]
task_image_PDL12010JPEG.jpg,Structured (Feather)}]
task_image_Shaw14860_D421JPEG.jpg,Structured (Feather)}]
task_image_PDL12010JPEG.jpg,Structured (Feather)}]
task_image_PDLS04171EJPEG.jpg,Structured (Feather)}]
task_image_Shaw17038-D057JPEG.jpg,Structured (Feather)}]
task_image_Shaw17030_D058JPEG.jpg,Random (Irregular)}]
task_image_PDLS0072AH_D466JPEG.jpg,Structured (Feather)}]
task_image_PDLS0054AJPEG.jpg,Structured (Feather)}]
task_image_JL35872JPEG.jpg,Random (Irregular)}]
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Structured (Feather)}]
task_image_PDLS0072AK_D442JPEG.jpg,Structured (Feather)}]
task_image_PDLS0088A_D447JPEG.jpg,Random (Irregular)}]
task_image_Shaw17180B_D227JPEG._ireggular or random branching.jpg,Random (Irregular)}]
task_image_PDLS9958DJPEG.jpg,Structured (Feather)}]
task_image_LB1185JPEG.jpg,Random (Irregular)}]
task_image_Shaw15383_D426JPEG.jpg,Structured (Feather)}]
task_image_PDLS0057DJPEG.jpg,Random (Irregular)}]
task_image_PDLS0070_O_D468JPEG.jpg,Structured (Feather)}]
task_image_AK294898_DF063JPEG.jpg,Random (Irregular)}]
task_image_Shaw16785_D214JPEG.jpg,Structured (Feather)}]
task_image_PDLS0060MJPEG.jpg,Structured (Feather)}]
task_image_PDLS0060MJPEG.jpg,Structured (Feather)}]
task_image_Shaw14860_D421JPEG.jpg,Structured (Feather)}]
task_image_PDLS0057DJPEG.jpg,Random (Irregular)}]
task_image_Shaw16785_D214JPEG.jpg,Structured (Feather)}]
task_image_PDLS0054AJPEG.jpg,Structured (Feather)}]
task_image_PDLS0070_O_D468JPEG.jpg,Structured (Feather)}]
task_image_Shaw17030_D058JPEG.jpg,Random (Irregular)}]
task_image_PDLS04171EJPEG.jpg,Structured (Feather)}]
task_image_LB1185JPEG.jpg,Random (Irregular)}]
task_image_PDLS0072AK_D442JPEG.jpg,Structured (Feather)}]
task_image_PDLS0060MJPEG.jpg,Structured (Feather)}]
task_image_Shaw14860_D421JPEG.jpg,Structured (Feather)}]
task_image_Shaw15383_D426JPEG.jpg,Random (Irregular)}]
task_image_Shaw17030_D058JPEG.jpg,Random (Irregular)}]
task_image_JL35872JPEG.jpg,Random (Irregular)}]
task_image_PDLS0070_O_D468JPEG.jpg,Structured (Feather)}]
task_image_Shaw17180B_D227JPEG._ireggular or random branching.jpg,Random (Irregular)}]
task_image_AK294898_DF063JPEG.jpg,Random (Irregular)}]
task_image_PDLS0072AH_D466JPEG.jpg,Structured (Feather)}]
task_image_PDLS9958DJPEG.jpg,Structured (Feather)}]
task_image_PDLS0057DJPEG.jpg,Random (Irregular)}]
task_image_Shaw15383_D426JPEG.jpg,Structured (Feather)}]
task_image_PDLS0054AJPEG.jpg,Structured (Feather)}]
task_image_Shaw17038-D057JPEG.jpg,Structured (Feather)}]
task_image_AK294898_DF063JPEG.jpg,Random (Irregular)}]
task_image_Shaw16785_D214JPEG.jpg,Structured (Feather)}]
task_image_PDLS0072AH_D466JPEG.jpg,Structured (Feather)}]
task_image_Shaw17030_D058JPEG.jpg,Random (Irregular)}]
task_image_JL35872JPEG.jpg,Random (Irregular)}]
task_image_PDLS0070_O_D468JPEG.jpg,Structured (Feather)}]
task_image_PDLS0088A_D447JPEG.jpg,Random (Irregular)}]
task_image_Shaw17030_D058JPEG.jpg,Random (Irregular)}]
task_image_Shaw15383_D426JPEG.jpg,Structured (Feather)}]
task_image_PDLS04171EJPEG.jpg,Structured (Feather)}]
task_image_PDLS9958DJPEG.jpg,Structured (Feather)}]
task_image_PDLS0072AK_D442JPEG.jpg,Random (Irregular)}]
task_image_PDLS0054AJPEG.jpg,Structured (Feather)}]
task_image_Shaw14860_D421JPEG.jpg,Structured (Feather)}]
task_image_Shaw17180B_D227JPEG._ireggular or random branching.jpg,Random (Irregular)}]
task_image_Shaw17030_D058JPEG.jpg,Random (Irregular)}]
task_image_PDLS0072AH_D466JPEG.jpg,"Female },{""task"""
Shaw16641_D255JPEG(j).png,Random (Irregular)}]
Shaw17629_D382JPEG(i)(1).png,Random (Irregular)}]
Engel_MVK24423_D307JPEG(c).png,Regular (Structured)}]
TPC99150_D328JPEG(a).png,Regular (Structured)}]
Shaw17629_D382JPEG(i)(1).png,Regular (Structured)}]
task_image_PDLS0070_O_D468JPEG.jpg,Regular (Structured)}]
BS13701_D329JPEG(c).png,Irregular (Random)}]
PDLS0063_D467JPEG(c).png,Regular (Structured)}]
WRB58496JPEG(b).png,Regular (Structured)}]
WRB58405JPEG(c).png,Regular (Structured)}]
task_image_PDLS04171EJPEG.jpg,Regular (Structured)}]
Shaw17629_D382JPEG(k).png,Regular (Structured)}]
Shaw17629_D382JPEG(d).png,Regular (Structured)}]
TPC99150_D328JPEG(b).png,Regular (Structured)}]
Shaw16641_D255JPEG(b).png,Regular (Structured)}]
task_image_PDLS9958DJPEG.jpg,Regular (Structured)}]
MR358_D358JPEG(1).jpg,Regular (Structured)}]
BS15727JPEG.jpg,Regular (Structured)}]
Engel_MVK24423_D307JPEG(f).png,Irregular (Random)}]
Shaw17629_D382JPEG(j).png,Regular (Structured)}]
MR5965A_D356JPEG_c.jpg,Regular (Structured)}]
task_image_PDLS0060MJPEG.jpg,Regular (Structured)}]
task_image_LB1185JPEG.jpg,Regular (Structured)}]
TP99133JPEG(b).png,Regular (Structured)}]
BS14323_D341JPEG(b).png,Regular (Structured)}]
PDLS9996AJPEG_a.jpg,Regular (Structured)}]
BS13875JPEG(b).png,Irregular (Random)}]
LB2579JPEG_e.jpg,Regular (Structured)}]
task_image_Shaw17038-D057JPEG.jpg,Regular (Structured)}]
Shaw16641_D255JPEG(f).png,Regular (Structured)}]
Engel_MVK24423_D307JPEG(a).png,Regular (Structured)}]
task image_Shaw16214_D388JPEG_branching pattern like a feather.jpg,Regular (Structured)}]
MR6611_DF355JPEG(a).png,Regular (Structured)}]
JL37133JPEG_a.jpg,Irregular (Random)}]
WRB58496JPEG(c).png,Regular (Structured)}]
PDLS0063_D467JPEG(b).png,Regular (Structured)}]
Shaw16641_D255JPEG(c).png,Regular (Structured)}]
Shaw17629_D382JPEG(g).png,Regular (Structured)}]
PDL1088_D337JPEG_b.jpg,Regular (Structured)}]
Shaw16641_D255JPEG(h).png,Regular (Structured)}]
TPC01048JPEG(c).png,Regular (Structured)}]
PDL11215JPEG(b).png,Regular (Structured)}]
MR6621_D372JPEG(a).png,Regular (Structured)}]
MR6409_DF363JPEG(b).png,Regular (Structured)}]
TPC01048JPEG(b).png,Regular (Structured)}]
Shaw17629_D382JPEG(c).png,Regular (Structured)}]
PDLS0063_D467JPEG(a).png,Regular (Structured)}]
LB1183JPEG_a.jpg,Regular (Structured)}]
TPC99150AJPEG(c).png,Regular (Structured)}]
JL37133JPEG_b.jpg,Regular (Structured)}]
BS14323_D341JPEG(c).png,Regular (Structured)}]
WRB58371JPEG(c).png,Regular (Structured)}]
BS15640JPEG(a).png,Regular (Structured)}]
LB2579JPEG_a.jpg,Regular (Structured)}]
Shaw17629_D382JPEG(h).png,Regular (Structured)}]
MR5965A_D356JPEG_a.jpg,Regular (Structured)}]
BS13701_D329JPEG(b).png,Regular (Structured)}]
BS15640JPEG(b).png,Regular (Structured)}]
PDL11610JPEG (2)(c).png,Regular (Structured)}]
MVK15083JPEG_a.jpg,Regular (Structured)}]
MR6621_D372JPEG(c).png,Regular (Structured)}]
BS13987JPEG(a).png,Regular (Structured)}]
TPC99150AJPEG(a).png,Regular (Structured)}]
WRB58386JPEG(c).png,Irregular (Random)}]
PDLS1038KJPEG_a.jpg,Irregular (Random)}]
BS13987JPEG(b).png,Irregular (Random)}]
LB2579JPEG_e(1).jpg,Irregular (Random)}]
task_image_PDLS0072AH_D466JPEG.jpg,Irregular (Random)}]
Shaw16641_D255JPEG(i).png,Irregular (Random)}]
BS13701_D329JPEG(d).png,Irregular (Random)}]
SL35925JPEG(c).png,Irregular (Random)}]
WRB58405JPEG(a).png,Irregular (Random)}]
Engel_MVK24423_D307JPEG(b).png,Irregular (Random)}]
Shaw16641_D255JPEG(d).png,Irregular (Random)}]
Engel_MVK24423_D307JPEG(e).png,Irregular (Random)}]
BS15680JPEG(b).png,Irregular (Random)}]
WRB58405JPEG(b).png,Irregular (Random)}]
MR6611_DF355JPEG(g).png,Irregular (Random)}]
TPC99150AJPEG(d) (1).png,Irregular (Random)}]
LB2579JPEG_b.jpg,Regular (Structured)}]
MR6611_DF355JPEG(b).png,Irregular (Random)}]
BS15680JPEG(a).png,Irregular (Random)}]
WRB58371JPEG(a).png,Irregular (Random)}]
task_image_Shaw17180B_D227JPEG._ireggular or random branching.jpg,Irregular (Random)}]
BS15691JPEG(a).png,Regular (Structured)}]
PDL11215JPEG(a).png,Irregular (Random)}]
LB2579JPEG_d.jpg,Irregular (Random)}]
TPC99150AJPEG(b).png,Irregular (Random)}]
PDLS1038KJPEG_b.jpg,Irregular (Random)}]
MR6409_DF363JPEG(a).png,Irregular (Random)}]
BS14323_D341JPEG(a).png,Irregular (Random)}]
Shaw16641_D255JPEG(g).png,Irregular (Random)}]
task_image_PDLS0088A_D447JPEG.jpg,Irregular (Random)}]
PDL11215JPEG(c).png,Irregular (Random)}]
MR6611_DF355JPEG(i).png,Irregular (Random)}]
Shaw16641_D255JPEG(e).png,Irregular (Random)}]
WRB58371JPEG(b) (1).png,Irregular (Random)}]
BS13701_D329JPEG(f).png,Irregular (Random)}]
Shaw16641_D255JPEG(a).png,Regular (Structured)}]
BS15691JPEG(b).png,Irregular (Random)}]
BS14323_D341JPEG(d).png,Irregular (Random)}]
BS13701_D329JPEG(g).png,Irregular (Random)}]
PDLS9996AJPEG_b.jpg,Irregular (Random)}]
SL35925JPEG(b).png,Irregular (Random)}]
